Date,Raw_Close,Adj_Close,Daily_Return_Pct,Cum_Return_Pct
2020-11-18,28.59,24.28,0.6602,114.26
2020-11-19,28.54,24.24,-0.1749,113.88
2020-11-20,28.5,24.21,-0.1314,113.6
2020-11-23,28.86,24.52,1.2719,116.32
2020-11-24,28.73,24.4,-0.4764,115.29
2020-11-25,28.49,24.2,-0.8268,113.51
2020-11-26,28.71,24.39,0.7898,115.19
2020-11-27,28.66,24.35,-0.1741,114.82
2020-11-30,28.33,24.06,-1.1775,112.29
2020-12-01,28.58,24.27,0.8826,114.16
2020-12-02,28.85,24.51,0.9624,116.22
2020-12-03,28.85,24.51,0.0,116.22
2020-12-04,29.33,24.91,1.6464,119.78
2020-12-07,29.6,25.14,0.9378,121.85
2020-12-08,30.01,25.49,1.3936,124.94
2020-12-09,30.01,25.49,0.0,124.94
2020-12-10,29.65,25.19,-1.2078,122.22
2020-12-11,29.69,25.22,0.1265,122.5
2020-12-14,29.56,25.11,-0.4211,121.56
2020-12-15,29.26,24.86,-1.0148,119.32
2020-12-16,29.81,25.32,1.8795,123.44
2020-12-17,29.65,25.19,-0.5451,122.22
2020-12-18,29.55,25.1,-0.3373,121.47
2020-12-21,29.84,25.35,0.9729,123.63
2020-12-22,29.5,25.06,-1.1311,121.1
2020-12-23,29.54,25.09,0.1271,121.38
2020-12-24,29.7,25.23,0.5502,122.6
2020-12-25,29.74,25.26,0.1262,122.88
2020-12-28,30.0,25.48,0.8827,124.84
2020-12-29,29.98,25.46,-0.0833,124.66
2020-12-30,30.4,25.82,1.4179,127.84
2020-12-31,30.56,25.96,0.5345,129.06
2021-01-04,31.09,26.41,1.7178,132.99
2021-01-05,31.15,26.46,0.201,133.46
2021-01-06,31.49,26.75,1.0835,135.99
2021-01-07,32.22,27.37,2.3422,141.52
2021-01-08,32.8,27.86,1.7843,145.83
2021-01-11,33.08,28.1,0.8384,147.89
2021-01-12,33.03,28.05,-0.1512,147.52
2021-01-13,33.83,28.73,2.4224,153.51
2021-01-14,33.51,28.47,-0.9239,151.17
2021-01-15,33.62,28.56,0.3357,152.01
2021-01-18,33.6,28.54,-0.0744,151.82
2021-01-19,34.49,29.3,2.6414,158.48
2021-01-20,34.55,29.35,0.1812,158.94
2021-01-21,35.75,30.37,3.4732,167.94
2021-01-22,34.36,29.83,-1.7863,163.15
2021-01-25,33.9,29.42,-1.3459,159.61
2021-01-26,33.21,28.83,-2.028,154.35
2021-01-27,33.26,28.87,0.1505,154.73
2021-01-28,32.59,28.29,-2.0293,149.56
2021-01-29,32.05,27.82,-1.6494,145.44
2021-02-01,32.69,28.37,1.9891,150.32
2021-02-02,33.61,29.17,2.8298,157.41
2021-02-03,33.59,29.15,-0.0744,157.22
2021-02-04,33.39,28.98,-0.5955,155.69
2021-02-05,33.7,29.25,0.936,158.08
2021-02-17,35.14,30.5,4.2656,169.09
2021-02-18,35.09,30.46,-0.1423,168.7
2021-02-19,34.71,30.13,-1.0688,165.83
2021-02-22,34.7,30.12,-0.036,165.74
2021-02-23,34.62,30.05,-0.2161,165.16
2021-02-24,34.11,29.61,-1.4801,161.24
2021-02-25,34.39,29.85,0.8062,163.34
2021-02-26,33.35,28.95,-3.0171,155.4
2021-03-02,33.36,28.96,0.0375,155.49
2021-03-03,33.85,29.38,1.4612,159.23
2021-03-04,33.19,28.81,-1.9571,154.15
2021-03-05,32.99,28.63,-0.6026,152.62
2021-03-08,32.96,28.61,-0.0758,152.43
2021-03-09,32.84,28.5,-0.3792,151.47
2021-03-10,32.97,28.62,0.4187,152.53
2021-03-11,33.67,29.23,2.1228,157.89
2021-03-12,33.81,29.35,0.4083,158.94
2021-03-15,33.72,29.27,-0.2588,158.27
2021-03-16,33.84,29.37,0.3336,159.13
2021-03-17,33.55,29.12,-0.8497,156.93
2021-03-18,33.72,29.27,0.5216,158.27
2021-03-19,33.2,28.82,-1.5567,154.25
2021-03-22,33.35,28.95,0.4518,155.4
2021-03-23,33.4,28.99,0.1499,155.78
2021-03-24,32.88,28.53,-1.5719,151.76
2021-03-25,32.99,28.63,0.3422,152.62
2021-03-26,33.59,29.15,1.8189,157.22
2021-03-29,33.86,29.39,0.8187,159.32
2021-03-30,33.97,29.49,0.3322,160.18
2021-03-31,33.69,29.24,-0.8462,157.98
2021-04-01,33.94,29.46,0.7421,159.9
2021-04-07,34.45,29.9,1.5101,163.82
2021-04-08,34.56,30.0,0.3265,164.68
2021-04-09,34.49,29.93,-0.217,164.11
2021-04-12,34.29,29.76,-0.5799,162.58
2021-04-13,34.29,29.76,0.0,162.58
2021-04-14,34.47,29.92,0.5468,164.01
